meeting_family,window,industry,届数,平均涨跌幅,最大涨跌幅,最小涨跌幅,上涨次数,下跌次数,持平次数,上涨概率,下跌概率,持平概率,权重,权重_百分比
高交会,T-1,煤炭,11,-0.010381,0.010513,-0.02757,3,8,0,0.272727,0.727273,0.0,-0.00285376,-0.2854
高交会,T-1,电力及公用事业,11,-0.003207,0.015261,-0.011914,2,9,0,0.181818,0.818182,0.0,-0.00088161,-0.0882
高交会,T-1,电力设备及新能源,11,-0.005879,0.036524,-0.042403,3,8,0,0.272727,0.727273,0.0,-0.00161615,-0.1616
高交会,T-1,石油石化,11,-0.005694,0.010229,-0.020868,3,8,0,0.272727,0.727273,0.0,-0.00156529,-0.1565
高交会,T-1,钢铁,11,-0.008422,0.013983,-0.030398,2,9,0,0.181818,0.818182,0.0,-0.00231523,-0.2315
高交会,T-1,食品饮料,11,0.004198,0.026559,-0.022951,8,3,0,0.727273,0.272727,0.0,0.00115404,0.1154
高交会,T-5,传媒,11,-0.000166,0.031661,-0.026631,3,8,0,0.272727,0.727273,0.0,-4.563e-05,-0.0046
高交会,T-5,电力及公用事业,11,-0.002804,0.015691,-0.021489,3,8,0,0.272727,0.727273,0.0,-0.00077083,-0.0771
高交会,T-5,电力设备及新能源,11,-0.004259,0.020641,-0.043988,3,8,0,0.272727,0.727273,0.0,-0.00117081,-0.1171
高交会,T-5,银行,11,0.002085,0.036114,-0.008452,3,8,0,0.272727,0.727273,0.0,0.00057317,0.0573
高交会,T-5,非银行金融,11,-0.007066,0.009448,-0.013816,1,10,0,0.090909,0.909091,0.0,-0.00194246,-0.1942
